user,item,rating
c1d6a84a-1bb6-44b0-8b6d-3dcddfe650f0,77bc06e7-6bce-4614-93c7-1707fe8a2506,0.0
c1d6a84a-1bb6-44b0-8b6d-3dcddfe650f0,8ffb9c2b-e99f-472f-964e-2134d15cc1be,0.0
c1d6a84a-1bb6-44b0-8b6d-3dcddfe650f0,5989a7e1-fadf-4e9c-b27e-336d8ac9e08f,0.0
c1d6a84a-1bb6-44b0-8b6d-3dcddfe650f0,1923d33e-d79e-4e54-95e1-8f3dd42f3ef1,0.0
c1d6a84a-1bb6-44b0-8b6d-3dcddfe650f0,b1ef302a-6014-4c49-b971-c5198418bd01,0.0
c1d6a84a-1bb6-44b0-8b6d-3dcddfe650f0,43c79c44-0d28-43e3-9d48-5489d0c272de,13.0
c1d6a84a-1bb6-44b0-8b6d-3dcddfe650f0,5138d136-97dd-4f75-a210-8144c8e0918e,10.0
c1d6a84a-1bb6-44b0-8b6d-3dcddfe650f0,ba4f76e1-94cd-4b6d-b9b6-914b613d422b,6.0
c1d6a84a-1bb6-44b0-8b6d-3dcddfe650f0,906054df-b30a-4e8e-8bc5-a2528a4d6f83,10.0
c1d6a84a-1bb6-44b0-8b6d-3dcddfe650f0,625c8ec8-1f82-4f35-af9f-94576980bbe1,10.0
c1d6a84a-1bb6-44b0-8b6d-3dcddfe650f0,4893dfc6-b170-4cce-9e6a-e458726a1b9d,6.0
c1d6a84a-1bb6-44b0-8b6d-3dcddfe650f0,5096cd51-2c4b-4519-a98b-3ea9e3559f1f,13.0
c1d6a84a-1bb6-44b0-8b6d-3dcddfe650f0,5337ab15-3ac3-432a-836f-bfd4f8a516ac,10.0
c1d6a84a-1bb6-44b0-8b6d-3dcddfe650f0,a383c3c2-6ef8-4620-862e-4c8cefb940d6,13.0
c1d6a84a-1bb6-44b0-8b6d-3dcddfe650f0,15c5952f-b198-4e9d-89a6-12255d446df5,6.0
c1d6a84a-1bb6-44b0-8b6d-3dcddfe650f0,af4f07ab-f032-4f1f-b5a6-2270d59d6cac,0.0
