user,item,rating
e1295a43-3ad4-4aa1-88d1-2dc50e4f2ba0,dbed367e-0539-4704-9726-97f5706c3e4b,0.0
e1295a43-3ad4-4aa1-88d1-2dc50e4f2ba0,e759d053-cf86-45f0-be93-208252f62214,0.0
e1295a43-3ad4-4aa1-88d1-2dc50e4f2ba0,ebe3afbc-744f-4bcb-9e4a-3074b13bc716,0.0
e1295a43-3ad4-4aa1-88d1-2dc50e4f2ba0,838d6503-eafe-461c-b5f7-e856660b8070,0.0
e1295a43-3ad4-4aa1-88d1-2dc50e4f2ba0,af753c34-499d-42b6-a221-f8d8e739da71,0.0
e1295a43-3ad4-4aa1-88d1-2dc50e4f2ba0,ca5c9017-3859-4720-9994-932361243e46,0.0
e1295a43-3ad4-4aa1-88d1-2dc50e4f2ba0,d391b85d-a2d6-4bee-908a-8c53d0d39b50,0.0
e1295a43-3ad4-4aa1-88d1-2dc50e4f2ba0,3787ef86-dd25-4b95-8b96-3c92225da106,0.0
e1295a43-3ad4-4aa1-88d1-2dc50e4f2ba0,96c1e3c6-93a2-41b3-8616-a38ad7005efc,0.0
e1295a43-3ad4-4aa1-88d1-2dc50e4f2ba0,ce26ec69-0c23-4e53-81a6-7f47d5ae96e9,0.0
e1295a43-3ad4-4aa1-88d1-2dc50e4f2ba0,979f0b7e-cfff-4947-9270-df70a11666e7,0.0
e1295a43-3ad4-4aa1-88d1-2dc50e4f2ba0,10a867f1-6ce5-4bc7-8c1b-195d630445a4,0.0
e1295a43-3ad4-4aa1-88d1-2dc50e4f2ba0,cee10275-f3ee-4300-80c2-bf48924a81dd,0.0
e1295a43-3ad4-4aa1-88d1-2dc50e4f2ba0,7d5bf6ad-71d6-40ba-bd57-2eef93f0c4e5,0.0
e1295a43-3ad4-4aa1-88d1-2dc50e4f2ba0,2cfa87a8-6439-4dcb-85c1-c21ac3c57a26,0.0
e1295a43-3ad4-4aa1-88d1-2dc50e4f2ba0,55dbe102-acde-41c4-9808-bdb0eed1d255,0.0
e1295a43-3ad4-4aa1-88d1-2dc50e4f2ba0,851c5d01-0e2e-4fcf-a5d1-f85c33ef98dd,0.0
e1295a43-3ad4-4aa1-88d1-2dc50e4f2ba0,d467e16f-6174-4e2a-b442-702f9a4b8c3e,0.0
e1295a43-3ad4-4aa1-88d1-2dc50e4f2ba0,6866a3d7-e31d-4b83-b378-ba0be4ccb029,0.0
e1295a43-3ad4-4aa1-88d1-2dc50e4f2ba0,1ad8c430-5fa7-4456-adb3-bf091044e7f0,0.0
e1295a43-3ad4-4aa1-88d1-2dc50e4f2ba0,fad0e840-f61a-427d-afcf-00abd71faab9,0.0
e1295a43-3ad4-4aa1-88d1-2dc50e4f2ba0,9eca907e-92ab-414a-b793-9d2923509dc5,0.0
e1295a43-3ad4-4aa1-88d1-2dc50e4f2ba0,342d2d22-e1e9-4a1e-a301-ca22287120cb,0.0
e1295a43-3ad4-4aa1-88d1-2dc50e4f2ba0,f2715c74-3d58-4452-a8e4-93613d9192b0,0.0
e1295a43-3ad4-4aa1-88d1-2dc50e4f2ba0,cd72955e-b44c-4d53-a8b1-b72bf9e3379d,0.0
e1295a43-3ad4-4aa1-88d1-2dc50e4f2ba0,6854d227-7bd7-4035-9048-4f9443fa8045,0.0
e1295a43-3ad4-4aa1-88d1-2dc50e4f2ba0,d6f9ce9a-6fb6-4b3c-9a98-40abdc8483d5,0.0
79e9b550-9b4e-47eb-a975-87ab18b7c272,dbed367e-0539-4704-9726-97f5706c3e4b,0.0
79e9b550-9b4e-47eb-a975-87ab18b7c272,e759d053-cf86-45f0-be93-208252f62214,0.0
79e9b550-9b4e-47eb-a975-87ab18b7c272,ebe3afbc-744f-4bcb-9e4a-3074b13bc716,0.0
79e9b550-9b4e-47eb-a975-87ab18b7c272,838d6503-eafe-461c-b5f7-e856660b8070,0.0
79e9b550-9b4e-47eb-a975-87ab18b7c272,af753c34-499d-42b6-a221-f8d8e739da71,0.0
79e9b550-9b4e-47eb-a975-87ab18b7c272,ca5c9017-3859-4720-9994-932361243e46,0.0
79e9b550-9b4e-47eb-a975-87ab18b7c272,d391b85d-a2d6-4bee-908a-8c53d0d39b50,0.0
79e9b550-9b4e-47eb-a975-87ab18b7c272,3787ef86-dd25-4b95-8b96-3c92225da106,0.0
79e9b550-9b4e-47eb-a975-87ab18b7c272,96c1e3c6-93a2-41b3-8616-a38ad7005efc,0.0
79e9b550-9b4e-47eb-a975-87ab18b7c272,ce26ec69-0c23-4e53-81a6-7f47d5ae96e9,0.0
79e9b550-9b4e-47eb-a975-87ab18b7c272,979f0b7e-cfff-4947-9270-df70a11666e7,0.0
79e9b550-9b4e-47eb-a975-87ab18b7c272,10a867f1-6ce5-4bc7-8c1b-195d630445a4,0.0
79e9b550-9b4e-47eb-a975-87ab18b7c272,cee10275-f3ee-4300-80c2-bf48924a81dd,0.0
79e9b550-9b4e-47eb-a975-87ab18b7c272,7d5bf6ad-71d6-40ba-bd57-2eef93f0c4e5,0.0
79e9b550-9b4e-47eb-a975-87ab18b7c272,2cfa87a8-6439-4dcb-85c1-c21ac3c57a26,0.0
79e9b550-9b4e-47eb-a975-87ab18b7c272,55dbe102-acde-41c4-9808-bdb0eed1d255,0.0
79e9b550-9b4e-47eb-a975-87ab18b7c272,851c5d01-0e2e-4fcf-a5d1-f85c33ef98dd,0.0
79e9b550-9b4e-47eb-a975-87ab18b7c272,d467e16f-6174-4e2a-b442-702f9a4b8c3e,0.0
79e9b550-9b4e-47eb-a975-87ab18b7c272,6866a3d7-e31d-4b83-b378-ba0be4ccb029,0.0
79e9b550-9b4e-47eb-a975-87ab18b7c272,1ad8c430-5fa7-4456-adb3-bf091044e7f0,0.0
79e9b550-9b4e-47eb-a975-87ab18b7c272,fad0e840-f61a-427d-afcf-00abd71faab9,0.0
79e9b550-9b4e-47eb-a975-87ab18b7c272,9eca907e-92ab-414a-b793-9d2923509dc5,0.0
79e9b550-9b4e-47eb-a975-87ab18b7c272,342d2d22-e1e9-4a1e-a301-ca22287120cb,0.0
79e9b550-9b4e-47eb-a975-87ab18b7c272,f2715c74-3d58-4452-a8e4-93613d9192b0,0.0
79e9b550-9b4e-47eb-a975-87ab18b7c272,cd72955e-b44c-4d53-a8b1-b72bf9e3379d,0.0
79e9b550-9b4e-47eb-a975-87ab18b7c272,6854d227-7bd7-4035-9048-4f9443fa8045,0.0
79e9b550-9b4e-47eb-a975-87ab18b7c272,d6f9ce9a-6fb6-4b3c-9a98-40abdc8483d5,0.0
c4185820-06bb-4986-a43e-8db47844d231,dbed367e-0539-4704-9726-97f5706c3e4b,0.0
c4185820-06bb-4986-a43e-8db47844d231,e759d053-cf86-45f0-be93-208252f62214,0.0
c4185820-06bb-4986-a43e-8db47844d231,ebe3afbc-744f-4bcb-9e4a-3074b13bc716,0.0
c4185820-06bb-4986-a43e-8db47844d231,838d6503-eafe-461c-b5f7-e856660b8070,0.0
c4185820-06bb-4986-a43e-8db47844d231,af753c34-499d-42b6-a221-f8d8e739da71,0.0
c4185820-06bb-4986-a43e-8db47844d231,ca5c9017-3859-4720-9994-932361243e46,0.0
c4185820-06bb-4986-a43e-8db47844d231,d391b85d-a2d6-4bee-908a-8c53d0d39b50,0.0
c4185820-06bb-4986-a43e-8db47844d231,3787ef86-dd25-4b95-8b96-3c92225da106,0.0
c4185820-06bb-4986-a43e-8db47844d231,96c1e3c6-93a2-41b3-8616-a38ad7005efc,0.0
c4185820-06bb-4986-a43e-8db47844d231,ce26ec69-0c23-4e53-81a6-7f47d5ae96e9,0.0
c4185820-06bb-4986-a43e-8db47844d231,979f0b7e-cfff-4947-9270-df70a11666e7,0.0
c4185820-06bb-4986-a43e-8db47844d231,10a867f1-6ce5-4bc7-8c1b-195d630445a4,0.0
c4185820-06bb-4986-a43e-8db47844d231,cee10275-f3ee-4300-80c2-bf48924a81dd,0.0
c4185820-06bb-4986-a43e-8db47844d231,7d5bf6ad-71d6-40ba-bd57-2eef93f0c4e5,0.0
c4185820-06bb-4986-a43e-8db47844d231,2cfa87a8-6439-4dcb-85c1-c21ac3c57a26,0.0
c4185820-06bb-4986-a43e-8db47844d231,55dbe102-acde-41c4-9808-bdb0eed1d255,0.0
c4185820-06bb-4986-a43e-8db47844d231,851c5d01-0e2e-4fcf-a5d1-f85c33ef98dd,0.0
c4185820-06bb-4986-a43e-8db47844d231,d467e16f-6174-4e2a-b442-702f9a4b8c3e,0.0
c4185820-06bb-4986-a43e-8db47844d231,6866a3d7-e31d-4b83-b378-ba0be4ccb029,0.0
c4185820-06bb-4986-a43e-8db47844d231,1ad8c430-5fa7-4456-adb3-bf091044e7f0,0.0
c4185820-06bb-4986-a43e-8db47844d231,fad0e840-f61a-427d-afcf-00abd71faab9,0.0
c4185820-06bb-4986-a43e-8db47844d231,9eca907e-92ab-414a-b793-9d2923509dc5,0.0
c4185820-06bb-4986-a43e-8db47844d231,342d2d22-e1e9-4a1e-a301-ca22287120cb,0.0
c4185820-06bb-4986-a43e-8db47844d231,f2715c74-3d58-4452-a8e4-93613d9192b0,0.0
c4185820-06bb-4986-a43e-8db47844d231,cd72955e-b44c-4d53-a8b1-b72bf9e3379d,0.0
c4185820-06bb-4986-a43e-8db47844d231,6854d227-7bd7-4035-9048-4f9443fa8045,0.0
c4185820-06bb-4986-a43e-8db47844d231,d6f9ce9a-6fb6-4b3c-9a98-40abdc8483d5,0.0
5841b593-10dc-4a57-96ed-fbe9503d232a,dbed367e-0539-4704-9726-97f5706c3e4b,0.0
5841b593-10dc-4a57-96ed-fbe9503d232a,e759d053-cf86-45f0-be93-208252f62214,0.0
5841b593-10dc-4a57-96ed-fbe9503d232a,ebe3afbc-744f-4bcb-9e4a-3074b13bc716,0.0
5841b593-10dc-4a57-96ed-fbe9503d232a,838d6503-eafe-461c-b5f7-e856660b8070,0.0
5841b593-10dc-4a57-96ed-fbe9503d232a,af753c34-499d-42b6-a221-f8d8e739da71,0.0
5841b593-10dc-4a57-96ed-fbe9503d232a,ca5c9017-3859-4720-9994-932361243e46,0.0
5841b593-10dc-4a57-96ed-fbe9503d232a,d391b85d-a2d6-4bee-908a-8c53d0d39b50,0.0
5841b593-10dc-4a57-96ed-fbe9503d232a,3787ef86-dd25-4b95-8b96-3c92225da106,0.0
5841b593-10dc-4a57-96ed-fbe9503d232a,96c1e3c6-93a2-41b3-8616-a38ad7005efc,0.0
5841b593-10dc-4a57-96ed-fbe9503d232a,ce26ec69-0c23-4e53-81a6-7f47d5ae96e9,0.0
5841b593-10dc-4a57-96ed-fbe9503d232a,979f0b7e-cfff-4947-9270-df70a11666e7,0.0
5841b593-10dc-4a57-96ed-fbe9503d232a,10a867f1-6ce5-4bc7-8c1b-195d630445a4,0.0
5841b593-10dc-4a57-96ed-fbe9503d232a,cee10275-f3ee-4300-80c2-bf48924a81dd,0.0
5841b593-10dc-4a57-96ed-fbe9503d232a,7d5bf6ad-71d6-40ba-bd57-2eef93f0c4e5,0.0
5841b593-10dc-4a57-96ed-fbe9503d232a,2cfa87a8-6439-4dcb-85c1-c21ac3c57a26,0.0
5841b593-10dc-4a57-96ed-fbe9503d232a,55dbe102-acde-41c4-9808-bdb0eed1d255,0.0
5841b593-10dc-4a57-96ed-fbe9503d232a,851c5d01-0e2e-4fcf-a5d1-f85c33ef98dd,0.0
5841b593-10dc-4a57-96ed-fbe9503d232a,d467e16f-6174-4e2a-b442-702f9a4b8c3e,0.0
5841b593-10dc-4a57-96ed-fbe9503d232a,6866a3d7-e31d-4b83-b378-ba0be4ccb029,0.0
5841b593-10dc-4a57-96ed-fbe9503d232a,1ad8c430-5fa7-4456-adb3-bf091044e7f0,0.0
5841b593-10dc-4a57-96ed-fbe9503d232a,fad0e840-f61a-427d-afcf-00abd71faab9,0.0
5841b593-10dc-4a57-96ed-fbe9503d232a,9eca907e-92ab-414a-b793-9d2923509dc5,0.0
5841b593-10dc-4a57-96ed-fbe9503d232a,342d2d22-e1e9-4a1e-a301-ca22287120cb,0.0
5841b593-10dc-4a57-96ed-fbe9503d232a,f2715c74-3d58-4452-a8e4-93613d9192b0,0.0
5841b593-10dc-4a57-96ed-fbe9503d232a,cd72955e-b44c-4d53-a8b1-b72bf9e3379d,0.0
5841b593-10dc-4a57-96ed-fbe9503d232a,6854d227-7bd7-4035-9048-4f9443fa8045,0.0
5841b593-10dc-4a57-96ed-fbe9503d232a,d6f9ce9a-6fb6-4b3c-9a98-40abdc8483d5,0.0
2d11af94-d58d-4b23-ad69-cb1988d75a4b,dbed367e-0539-4704-9726-97f5706c3e4b,0.0
2d11af94-d58d-4b23-ad69-cb1988d75a4b,e759d053-cf86-45f0-be93-208252f62214,0.0
2d11af94-d58d-4b23-ad69-cb1988d75a4b,ebe3afbc-744f-4bcb-9e4a-3074b13bc716,0.0
2d11af94-d58d-4b23-ad69-cb1988d75a4b,838d6503-eafe-461c-b5f7-e856660b8070,0.0
2d11af94-d58d-4b23-ad69-cb1988d75a4b,af753c34-499d-42b6-a221-f8d8e739da71,0.0
2d11af94-d58d-4b23-ad69-cb1988d75a4b,ca5c9017-3859-4720-9994-932361243e46,0.0
2d11af94-d58d-4b23-ad69-cb1988d75a4b,d391b85d-a2d6-4bee-908a-8c53d0d39b50,0.0
2d11af94-d58d-4b23-ad69-cb1988d75a4b,3787ef86-dd25-4b95-8b96-3c92225da106,0.0
2d11af94-d58d-4b23-ad69-cb1988d75a4b,96c1e3c6-93a2-41b3-8616-a38ad7005efc,0.0
2d11af94-d58d-4b23-ad69-cb1988d75a4b,ce26ec69-0c23-4e53-81a6-7f47d5ae96e9,0.0
2d11af94-d58d-4b23-ad69-cb1988d75a4b,979f0b7e-cfff-4947-9270-df70a11666e7,0.0
2d11af94-d58d-4b23-ad69-cb1988d75a4b,10a867f1-6ce5-4bc7-8c1b-195d630445a4,0.0
